oldPhenotypeId,newPhenotypeId,phenotypeId,phenotypeName,referentConceptId,clinicalDescription,literatureReview,phenotypeNotes,deprecate
441202000,43021226000,441202000,Anaphylaxis,441202,"Overview: Acute potentially life threatening multisystem syndrome due to mast cell mediator release most often via IgE. Presentation: After exposure to a provoking agent (food, drug stings)(minutes to hours) which causes systemic degranulation of mast cells, sudden onset AND raprid progression of signs and syptoms AND involving greater than or equal to 2 organ systems - dermatological (hives/urticaria, erythema, angioedema, generalized pruritis with skin rash) AND one or more major cardiovascular (hypotension, shock, and/or one or more major respiratory criterion (bronchospasm/wheeze, stridor, upper airway swelling, respiratory distress) for highest level of anaphylaxis. Lower levels of diagnostic certainty require CV and/or respiratory criteria (both major) AND at least 2 minor criteria. Assessment: History of Physical, especially physical findings of rash, hypotension, respiratory distress. Labs are not used to diagnose due to the severe nature of illness. Plan: Preserve airway and breathing, circulation, mentation. Evaluate for airway compromise. Epinephrine IM or IV depending on severity of presentation. Shock protocol: large bore IVs, IVF, continuous telemetry. If patient on beta blocker, glucagon treatment. Antihistamines as adjunct. Bronchodilators for bronchspasm. Glucocorticoids fail to show evidence for benefit. Prognosis: Complete recovery common when anaphylaxis recognized early in the clinical course, to fatal if treated too late or with inadequate intervention. Allergist consult recommended after recovery.",,,Y
441284000,441284000,441284000,Open-angle glaucoma,441284,"Overview: The angle in your eye where the iris meets the cornea is as wide and open as it should be, but the eye's drainage canals become clogged over time, causing an increase in internal eye pressure and subsequent damage to the optic nervePresentation: Typically no early warning signs or painful symptoms. By the time a patient is aware of vision loss, the disease is usually quite advanced. Early on, start to lose peripheral vision. Assessment: Eye examinations, check eye pressure, measure cornea thickness Plan: Can’t fix damage to the optic nerve or the vision problems that follow. Need to slow glaucoma’s progress down - prostaglandins, beta-blockers. laser therapy or surgery. Prognosis: Without treatment, glaucoma can lead to blindness. No cure for glaucoma, gets worse over time.",,,
441408000,4094294000,441408000,Vomiting,441408,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Forcefully expelling the stomach's contents out of the mouth. Vomiting can have causes that aren't due to underlying disease.Emesis is vomiting. Presentation: self-reported: nausea, retching and vomiting, cold sweat, pallor, salivation Assessment: Nauseous, stomachache, time plus onset, CBC (dehydration), electrolytes, CXR and Abdominal xray (for obstruction), drug levels Plan: Depends on the underlying cause. Drinking plenty of water and sports drinks containing electrolytes can help prevent dehydration. Antiemetics, antacids, anti-anxiety (if related to an anxiety condition)Prognosis: Common symptom of many conditions. Vomiting can be concerning if showing signs of severe dehydration, or it accompanies chest pain, sudden and severe abdominal pain, a high fever, or a stiff neck. (sequelae - aspiration, Mallory Weiss syndrome, boerhaave's syndrome, hypovolemia, electrolyte imbalance)",,,Y
441542000,4094294000,441542000,Anxiety,441542,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] A feeling of fear or apprehension about what's to come that are strong enough to interfere with daily activities. Examples of anxiety disorders include panic attacks, obsessive-compulsive disorder, and post-traumatic stress disorder. Presentation: Stress that's out of proportion to the impact of the event, inability to set aside a worry, and restlessness. increased heart rate, fast breathing, and trouble concentrating or sleeping Assessment: Diagnosis requires a lengthy process of physical examinations, mental health evaluations, and psychological questionnairesPlan: Psychotherapy and medication (antidepressants and sedatives), lifestyle changes Prognosis: Anxiety may not go away, but can be managed and live a healthy, happy life",,,Y
441788000,441788000,441788000,Human papilloma virus infection,441788,"Overview: Most common sexually transmitted infection (STI), viral infection. HPV infection occurs when the virus enters the body, usually through a cut, abrasion or small tear in your skin. The virus is transferred primarily by skin-to-skin contact. There are more than 100 varieties of HPV. Some types of HPV infection cause warts, and some can cause different types of cancer. Presentation: Warts do not always appear and can have no symptoms. Warts appear depending on which kind of HPV is involved - genital warts, hands/fingers, plantar, or face Assessment: Appearance of warts, but if not present - Vinegar (acetic acid) solution test, pap test, DNA test Plan: Medication applied directly to the warts. Cryotherapy, electrocautery, surgical removal/laser surgery. HPV vaccines (protect against cervical cancer and genital warts). If HPV in the cervix - colposcopy and biopsy. Prognosis: Nearly all cervical cancers are caused by HPV infections. Warts often go away without treatment, particularly in children. There's no cure for the virus, so they can reappear in the same place or other places.",,,
441848000,0,441848000,Cranial nerve disorder,441848,Overview [Deprecate - too vague]:Presentation:Plan:Prognosis:,,,Y
442752000,4094294000,442752000,Muscle pain,442752,"Overview: [Deprecated in favor of Clinical Signs and Symptoms 4094294000] Muscle pain. Soreness and achiness in the muscles that can range from mild to severe and present with many diseases (also see fibromyalgia, polymyalgia). Muscle pain is a possible symptom of COVID-19Presentation: Pain in a local area, or more widespread, joint or muscle pain, tired and weak Assessment: Clinical examination, self-diagnosis, xray (if injury); if prolonged - then lab studies (selective testing)Plan: Rest area with pain, OTC pain relivers, ice/heat, stretching, massage Prognosis: Depends on the underlying cause",,,Y
443213000,443213000,443213000,Stillbirth,443213,"Overview: Delivery, after the 20th week of pregnancy, of a baby who has died. Loss of a baby before the 20th week of pregnancy is a miscarriagePresentation: Baby born without signs of life, fetal death Assessment: Mother reports change in fetal activity, No fetal movement is present (ultrasound). Pregnancy or birth complications, mother risk factors Plan: Induction of labor, dilation and evacuation. Autopsy on the baby and other laboratory tests to understand why the baby died before birthPrognosis: A baby is stillborn in about 1 in 200 pregnancies, oftern cause is not known.",,,
443387000,443387000,443387000,Stomach cancer,443387,"Overview: Gastric cancer. Stomach cancer usually begins in the mucus-producing cells that line the stomach. This type of cancer is called adenocarcinoma. Presentation: Fatigue, feeling bloated after eating, severe/persistent heartburn, persistent nausea, stomach pain, vomiting, weight loss, feel full after eating small amounts of food Assessment: Upper endoscopy (Esophagogastroduodenoscopy (EGD)) and biopsy, CT scan, barium swallow/upper GI series, genomic testing, CBC, LFTs, nutrition panel Plan: Surgery (subtotal or total gastrectomy), radiation therapy, chemo, and targeted drugs (combo with chemo), immunotherapyPrognosis: Staging affects prognosis, and if diagnosed prior to spread outside the stomach to surrounding tissues or organs.",,,
443392000,443392000,443392000,Cancer,443392,"Overview: Any cancer that not includes non melanoma skin cancer. This is an umbrella term for wide range of heterogenous cancer. Group of diseases involving abnormal cell growth that can invade or spread to other parts of the bodyPresentation: Vary on the type of cancer and body part Assessment: risk factors, family history, lab tests, imaging, biopsy Plan: chemo, radiation, surgery, stem cell therapy, CAR-T cell therapy, CRISPR, targeted therapy, hormone therapy Prognosis: Depends on type, stage and treatment given and response. Remission and recurrence vary (invasiveness or not, type, severtiy and location). Improvements in cancer detection.",,,
